update_id,product_id,timestamp,change
3ee5804c-1ac2-4e9a-b3a4-bde3bb600437,727506de-8157-434a-b3e4-35f5569d4746,2025-06-05 10:04:22,-10
ad48477b-e821-42f2-a4b9-befb0369fab5,727506de-8157-434a-b3e4-35f5569d4746,2025-05-17 20:53:59,-5
2fc0f81a-c36a-4582-a1d5-62d3116c8c56,23d6496b-f5d6-4d26-9231-683677abd3bf,2025-06-06 08:08:18,10
ef1d6341-cd20-47c8-afec-5e3a30293b62,de4627b2-088e-466d-beda-9bc04220d55d,2025-05-29 23:58:13,10
ab2edfaa-38cd-434f-bf37-0ada810bc8bb,de4627b2-088e-466d-beda-9bc04220d55d,2025-06-11 02:35:15,50
0afdfa6e-5bdd-4e54-9b8b-e3072e268df7,de4627b2-088e-466d-beda-9bc04220d55d,2025-06-08 07:08:05,-5
13f7c621-21f2-45d0-8291-b4fd3ca28134,ea07e3fe-6e1d-4539-a093-fa7348f12c05,2025-05-12 14:53:38,10
7ab7f528-cb4b-4881-b3ca-27af2b8db96c,ea07e3fe-6e1d-4539-a093-fa7348f12c05,2025-05-28 03:40:57,-10
ab75b3c7-2968-4602-a54a-19f77e53a142,f4322a29-d1fb-4c29-b3ff-43e0c6e40576,2025-06-10 07:16:34,50
7edb590d-8e88-497d-b81b-57554b551415,f4322a29-d1fb-4c29-b3ff-43e0c6e40576,2025-05-25 19:32:43,50
2c23e82c-bd32-41c9-8a50-be4d9da5260c,de2dd765-d285-4fb5-aef6-5d1ea44e3b61,2025-05-21 10:38:02,10
785be689-5a8e-4d2c-a34f-e95d5daf5444,de2dd765-d285-4fb5-aef6-5d1ea44e3b61,2025-06-04 15:08:42,50
1966fd93-aaca-44a5-ae9c-45c55bcba658,66385042-5d7c-4572-a948-5c05ad4f3769,2025-05-26 22:05:42,50
5c1dafa2-7ae3-4fc8-b61c-fce7703633bc,beb8699f-3c17-49b0-bf87-75b56ff11e01,2025-06-07 13:58:43,10
81d07f9a-f174-427c-b9b3-d5fbe1cba8c0,beb8699f-3c17-49b0-bf87-75b56ff11e01,2025-05-13 18:36:33,20
1ba7c867-28dc-4174-8999-1a275beed0bd,beb8699f-3c17-49b0-bf87-75b56ff11e01,2025-06-08 14:13:14,50
d41083b6-3534-402e-989e-274b2089b7ed,4855c099-9973-49c6-8cad-0ce6648dd0d8,2025-05-13 14:35:09,50
3d4a9c41-3a10-47fe-8315-7aa5d08bdcfa,4855c099-9973-49c6-8cad-0ce6648dd0d8,2025-06-07 14:24:04,20
bcb2cfa9-10e8-4d1a-bb75-b8217e1e47ef,4855c099-9973-49c6-8cad-0ce6648dd0d8,2025-05-31 03:18:34,-10
7017ed87-803d-4673-b9f1-f5564583c2ea,24d33496-6cd8-4f96-8799-3a4ba44dfb25,2025-06-07 22:34:03,-10
4aa72a2c-e4f3-4a51-a21e-dd666293f177,24d33496-6cd8-4f96-8799-3a4ba44dfb25,2025-05-14 01:05:26,-10
49f55d14-e844-4aee-a3f5-5c914096297e,24d33496-6cd8-4f96-8799-3a4ba44dfb25,2025-06-01 23:41:28,-5
69740321-195c-4ed2-89bb-5634d713ad06,c1debd44-7269-4270-8c50-985be90f7c75,2025-06-09 21:17:01,-5
7215ac28-78bb-4a3a-b489-aa2f1d5948ea,c1debd44-7269-4270-8c50-985be90f7c75,2025-05-21 05:29:29,50
e81a95ff-a864-4fa2-8f22-731e4a1b2e12,c1debd44-7269-4270-8c50-985be90f7c75,2025-05-25 15:48:28,-5
717ce51c-c409-40c9-9f85-5b551af29f04,1947cc09-37a9-4370-b5de-8039f1c33fd9,2025-05-28 14:37:44,-5
a7c35eaa-72c7-4734-af50-d839c540af5d,1947cc09-37a9-4370-b5de-8039f1c33fd9,2025-05-26 03:32:57,50
869fc656-6959-4ae0-a57e-2e45695fceab,1947cc09-37a9-4370-b5de-8039f1c33fd9,2025-05-25 15:36:48,50
c4f534e4-eecc-470f-b013-993a408dc3e0,54332683-3a2e-4b20-9e8f-9a36d63e3114,2025-06-10 02:36:10,10
88622c98-5d65-46e1-ba02-2a070c061448,f2ac24fe-8a9b-47a4-bee4-e427abe7b7e1,2025-06-02 16:14:40,50
9ff31421-c1db-493a-9a15-6bbf39d384a2,6b214bb1-599c-4cc2-9ea6-cee994367eaf,2025-05-28 04:48:59,50
821e3103-56d2-4218-baaa-0cf51c1049a0,10be26d6-2810-4c73-a27b-15c996ee4ff3,2025-05-19 09:04:16,-5
90dc0450-4dec-47be-86af-4495f45a19e8,c4e07002-f5d6-4e6f-925a-97af4d1edd5b,2025-05-21 22:15:34,-5
d246273e-d587-477b-8df4-2fe6efddc8d0,cc244491-3087-4e34-9d98-4aeb43cd6e62,2025-05-14 20:08:27,20
ac7919d7-5a8d-4661-b993-f941d116e5d7,cc244491-3087-4e34-9d98-4aeb43cd6e62,2025-05-15 08:22:46,-10
7c6ab8ae-8553-4e06-bea3-30653887b87a,cc244491-3087-4e34-9d98-4aeb43cd6e62,2025-06-08 07:26:32,20
9bfa4802-367e-4dcd-a48d-2879091173d4,af91c6fe-c8b7-4e59-bcc3-9b5a73e5ac4f,2025-05-22 14:16:25,50
a2d7e535-bfc4-46fd-9a55-f32f86c0e3ee,af91c6fe-c8b7-4e59-bcc3-9b5a73e5ac4f,2025-06-08 03:09:55,-10
51b99824-cb51-4320-817a-d6863b59416d,af91c6fe-c8b7-4e59-bcc3-9b5a73e5ac4f,2025-05-12 16:00:32,10
08a93c9c-d21a-4e87-993c-9cfbbfb85fa3,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-06-04 08:31:41,10
31eb223b-2587-401c-860d-0b22605ab359,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-05-13 06:54:16,20
0c3ad777-d788-415d-9061-c49f7cc8f3a1,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-05-14 18:30:39,-10
121027be-84fd-43ff-979d-22b7c984458c,def5d6cc-a13b-49b7-b886-87dbbcc4e4be,2025-05-30 22:36:42,10
5a1d15e2-48a9-48e5-9423-d544f9fa8a42,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-05-31 10:35:08,20
dbd10ba4-893c-4c1f-84ee-ca4a4351f515,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-06-06 14:54:15,50
d46a8af3-269c-446a-88d4-89e0b4254c3f,6f9b0697-48a5-414a-8ed6-667e51ce06c0,2025-06-02 05:21:07,20
4866764a-1f2c-48b9-82d4-f6d13be4def3,960f357f-92cd-4a10-b2cf-f7145d84c4f5,2025-06-07 12:18:23,50
866bd42a-a875-413c-b427-0705bdec7c93,d7091e4f-d171-4a27-af0e-47561ad5c259,2025-06-02 02:45:26,10
4a081eab-dcd6-4aa2-827a-2d2ff6710bc6,784bc2b4-f4b5-49c6-936b-00d12484c1a8,2025-06-06 06:28:29,50
cc748b67-c00a-4dd4-af96-10254901704d,784bc2b4-f4b5-49c6-936b-00d12484c1a8,2025-05-29 20:11:48,-5
8f588581-5772-4a9b-8f7e-67aeee7653c1,784bc2b4-f4b5-49c6-936b-00d12484c1a8,2025-05-15 11:42:53,10
257386dd-272a-4543-bdca-f8041c8974da,cb33c31e-ab1b-43ba-8280-59bb7ac533fe,2025-05-26 19:58:51,50
f90649c2-bdd3-4b29-9d0f-3a38d2ce6193,cb33c31e-ab1b-43ba-8280-59bb7ac533fe,2025-05-28 11:49:16,20
21f068e5-0288-42ce-a9e7-0e05d41cf52c,611cff9d-7a9e-4332-8a4c-1b8f6e50de1b,2025-06-11 10:29:13,-5
afe8bae2-8cd2-43cf-97b4-8331f148aa3c,727506de-8157-434a-b3e4-35f5569d4746,2025-06-08 07:51:27,20
fd37728a-a732-4107-a38a-8337ab276acb,2727cefa-e1be-445c-a848-023d7e1ee00b,2025-05-19 16:00:53,-10
e5a99928-69f5-446c-a9c5-9344f738ffb2,5cd68bf3-7d8c-42e2-8e42-3c0efce5e6f3,2025-05-27 06:05:46,50
5cb4185c-45cb-4e18-8d6b-ea802595e08b,5cd68bf3-7d8c-42e2-8e42-3c0efce5e6f3,2025-05-15 08:09:00,-5
1525cf9f-80fc-4508-a273-b20ea7825d95,a61cc895-c664-44de-9cac-230982bf40fe,2025-06-09 19:42:38,50
546c8715-2514-4571-8053-bc706b1932e4,a61cc895-c664-44de-9cac-230982bf40fe,2025-05-27 05:01:45,-10
f5e9a55b-3a46-44e1-ba84-af1aa7e2892d,8498508c-3007-4627-87f9-92c6022b46f4,2025-05-24 12:09:49,-5
c684b27f-2fc2-4f05-a0ec-309232b4c7a9,8498508c-3007-4627-87f9-92c6022b46f4,2025-05-26 06:22:29,-10
d9538142-53c8-42b4-b916-0d55c581afc6,8498508c-3007-4627-87f9-92c6022b46f4,2025-05-17 02:21:25,10
649259d9-c886-4b10-af7e-a23c7c54e3bb,c335fa8a-d702-4b01-b004-d7f23efe78d8,2025-06-05 22:48:24,20
626a5bbd-f1f3-4598-8f2c-061ff4b4f34a,c335fa8a-d702-4b01-b004-d7f23efe78d8,2025-05-12 18:45:15,50
d746b99c-1033-41bd-a56f-881cb9298f8a,c335fa8a-d702-4b01-b004-d7f23efe78d8,2025-05-13 05:31:38,-5
fb1556d4-80b6-4dab-ae66-af03a3d8d086,f4a05939-e7bd-41d2-8496-dadb230bb378,2025-05-24 15:00:47,-10
8eb341ad-3b06-4368-a76f-966ff8bca60d,95e3d746-8b3e-492d-880f-6909eaf5dc5c,2025-05-26 21:25:39,10
7d5beb10-2028-4d70-ab09-6ff60f7f0f94,95e3d746-8b3e-492d-880f-6909eaf5dc5c,2025-06-02 09:33:58,-5
0f402a45-87a9-4892-ab1f-3388b8c0d3db,95e3d746-8b3e-492d-880f-6909eaf5dc5c,2025-05-28 11:56:33,20
07987691-f4a7-4765-a4db-fa92e2d4c6d4,e43b441f-4f54-47dc-9904-0b14b2deecd4,2025-05-23 15:49:26,-10
4f199ed5-1003-4c4a-a8ae-42b76c5e7909,e43b441f-4f54-47dc-9904-0b14b2deecd4,2025-06-05 00:13:05,50
4733b8c9-aaa6-46ec-8b0c-cc79f55bb9e6,e43b441f-4f54-47dc-9904-0b14b2deecd4,2025-05-27 08:25:49,20
364e8259-626b-4766-b034-6b936d765195,89e5ac67-8d20-46cb-80d0-dc835cf6e429,2025-06-06 22:03:05,50
ca120d97-0280-4c9f-8447-411fc067a1dc,fde4ea40-9297-46fb-8d76-510198b8c5d2,2025-05-19 22:58:16,-10
0854bc47-4c2e-45db-b66a-10e0d0bfa98a,8ab02464-7f37-4c3a-8220-3e00a1038c36,2025-06-06 22:09:58,10
454d6101-4392-4dfb-a4d9-186b78253b71,8ab02464-7f37-4c3a-8220-3e00a1038c36,2025-05-12 12:23:22,10
22be94a6-a72d-4709-ade5-512942ff52b3,8ab02464-7f37-4c3a-8220-3e00a1038c36,2025-06-05 21:32:26,50
edd47240-7dce-42fb-bdc8-349470c8bb6f,7ec5fa95-b26f-47b3-9206-47bab7ff718f,2025-05-15 09:52:22,20
0e9c6f87-3408-4002-8eca-7a2a7893a454,abe18da6-00b4-47a9-b68b-835ccfd562be,2025-06-04 04:52:39,-5
f5400d6b-773a-4953-9bd0-d0f2f8b2a5da,abe18da6-00b4-47a9-b68b-835ccfd562be,2025-05-20 00:22:58,10
4d28a985-f03b-4120-85d8-12a210773f5b,ef957dbf-da33-49b6-b0d2-74be76f95ebb,2025-05-24 13:11:34,50
8f5beaab-0e44-4797-ad33-db919bd77163,ef957dbf-da33-49b6-b0d2-74be76f95ebb,2025-06-08 16:08:55,-10
b9f73328-cfc5-41f8-b386-defd980c10cb,ef957dbf-da33-49b6-b0d2-74be76f95ebb,2025-06-09 00:47:42,50
81bbe92c-999f-4ffe-9cfe-1942facbafa4,23ab8481-3918-464b-a708-5af3d1497cc7,2025-05-28 07:15:21,20
76dddec3-76f1-4bee-ba0d-2e5483d5416a,23ab8481-3918-464b-a708-5af3d1497cc7,2025-06-09 22:51:19,10
13a8a6bd-ccdb-4f28-bac0-3246c9c82c05,23ab8481-3918-464b-a708-5af3d1497cc7,2025-05-27 21:04:02,-5
