product_id,name,category,price,stock
be18abea-57ed-43e8-ad29-6672513c591e,Recusandae,Beauty,67.27,363
25b6c12d-1762-46b3-9e1c-db150766bdc8,Omnis,Electronics,346.54,326
86d70814-71b8-42d1-afdb-d9d4f36dd73a,Fugiat,Books,371.76,292
a8be0ce2-983b-44ea-852d-bea8a16d4732,Provident,Beauty,367.79,288
42fa58cc-454a-4765-8896-ae01aa9d2cac,Magni,Home,321.77,712
9a58a2da-47a6-4881-b01c-2177def16be5,Iure,Clothing,408.09,518
14c4c3a1-e8c8-49be-b8b9-2c570c6a57f0,Rem,Home,270.37,858
6b0e17b6-f313-4950-8c88-0c1e8cf3e51b,Ducimus,Electronics,412.72,396
c14d3952-398a-4bbb-a266-a68f61204c25,Sunt,Beauty,470.61,704
d6db93ed-0d07-4d34-aeb9-19741893db30,Placeat,Home,315.57,7
cef5616e-a03f-407f-9ac9-ce617dc9dc97,Corrupti,Clothing,319.68,98
81fad68e-c569-43c2-b549-7e30d15250ae,In,,311.2,837
ecb43157-6f07-4f7a-b7e7-461a0ed4eba0,Et,,380.65,509
f64fdb42-dfd1-4a83-afd8-9b6ecc68a363,Nulla,,467.83,117
f127277e-5b27-4ca0-a5ed-1210730995ae,Facilis,Electronics,448.81,884
f9fcced3-add7-4a4e-9f28-4d419485dea0,Velit,Beauty,20.58,0
80505f6f-1173-4c7b-b384-37cb0b25bb43,Ratione,Home,324.23,724
6ad97588-5849-45c8-927e-bc17ed7a94d8,Cumque,Clothing,76.17,922
e6556320-ddae-4e10-a0b3-930c3d99ea71,Nobis,Beauty,466.31,876
e452461c-3298-4973-b12a-5faed28f5410,Velit,Electronics,262.42,341
83803edd-8583-4dda-b4d2-8f98deb79f11,Consequatur,Electronics,314.37,429
5675afd4-ce3d-4d00-8d7e-ab0f6bc04380,Veritatis,Electronics,240.1,335
af6b1a38-f4b8-4c9b-b10a-cd39ae3e7a07,Eos,Clothing,217.84,556
76b706dc-8d8a-4a1c-bae1-e6107f5210ec,At,Books,313.49,19
05efe37a-1763-4aee-92f3-f2dfdae09186,Perspiciatis,Electronics,56.23,130
aa5e0f31-f510-4c88-8c37-0e9c60aa4443,Debitis,Electronics,245.19,906
cc844ccb-760e-4cc0-ba44-90ecb3d611e4,Ipsa,Electronics,489.17,25
02db49a0-e444-4852-ace6-bdd4cc8736fc,Dicta,Beauty,172.93,963
8194e766-2b5d-49bf-8ee7-f62e17f4404d,Dolores,Electronics,383.83,610
1b699cf4-71f2-4833-9645-29e556b9ad3a,Provident,Books,480.96,92
ee3bba77-6274-4f3f-856e-7f37ca6d3e7f,Reprehenderit,Clothing,187.1,601
5da9a7db-2bd2-448f-af8c-87e53c23d3e3,Blanditiis,,396.3,622
c86e3050-467f-431c-b95b-e0a3ea6b9282,Et,,304.31,234
e799ade0-3065-4de4-bec6-55d1b6cdcfa8,Beatae,Books,358.64,107
8219b113-6355-413e-8558-3d0cf6dc8815,Laudantium,Beauty,260.32,264
3a8139b9-1823-4801-bbae-446b699d1173,Nihil,Electronics,69.11,495
de242de5-889b-4662-889a-842257485c50,Sint,Electronics,345.35,821
bed3ebe2-20bd-48a6-a48d-1821d1f89063,Aliquam,Home,366.67,691
2cd81e4f-dabd-4f08-9273-f3d97c1fcb78,Non,Books,133.21,760
7b003799-1833-499e-99c4-cd12d2f2f99d,Placeat,Books,58.76,615
829a9796-b934-4350-8112-059407878eba,Doloribus,Home,362.76,671
409a9e0b-dc61-4ba8-a8ae-9f13bda67b45,Provident,Books,415.2,881
dcdab153-32fb-4710-a3b4-6cd3669145da,Accusantium,Books,432.57,674
077b4815-16cf-4021-a055-9956dd87746f,Assumenda,,218.2,274
625e7547-6c99-4245-8ce4-3e66a6f39f4f,Earum,Clothing,491.6,681
535a070d-49b1-417e-9470-fdeaecffa5b7,Alias,Clothing,410.28,521
8edcfbc0-d649-48b3-9bd4-f3840c36527c,Explicabo,Electronics,145.48,10
9b87c3a3-ac14-4deb-9bc6-8871fbff9fc4,Consequuntur,Electronics,353.46,337
69c08918-df2e-4814-a94e-47e5b660a543,Amet,Electronics,433.51,260
47ac8210-6c2b-44c5-90e9-c1df49e624e0,Occaecati,,172.92,295
941771ff-4a00-45e0-8008-f12bf7fe14b9,Alias,Electronics,260.38,897
960b8c49-eee5-4335-9cf8-5569b692dc29,Ab,Books,122.09,404
ada4ec75-71f8-4c16-a454-c92b10376567,Repudiandae,Beauty,172.23,610
d21e8c52-a6f5-4397-9f78-28648a8fcd8f,Eaque,,-23.0,142
f00e490e-ec05-4345-8624-780e59be8ec1,Quidem,,329.47,753
c36f2283-671f-4a88-a9ef-33b4fb322090,Unde,Clothing,184.95,553
4e3cf4aa-807c-4d67-893e-34ca0436dca4,Quo,Beauty,201.77,423
7f5abd54-b57a-4d91-a492-b9332d4e3c81,Libero,Electronics,476.36,204
e05737ac-786b-4c84-914a-6dfacf3da32f,Corrupti,Home,480.24,206
12116b30-a65d-4382-8063-7f921419af38,Corrupti,Beauty,-91.41,983
d843eca3-1f83-4ba7-b44d-a3fc15bfdc93,Nemo,Home,167.78,289
cf2124b3-582f-43d7-b835-2d52b049d054,Neque,Clothing,310.44,100
c5979777-02d9-412e-8bf2-e2028a549371,Unde,Books,410.01,195
402be583-609a-4564-9af9-d81bdc5f7377,Aliquam,Books,112.23,901
d3959683-2cb2-4668-94a2-b204992d9ef1,Tempore,Clothing,292.66,40
316f88ef-9003-4879-8691-15ae298d5a19,Necessitatibus,Home,174.52,612
e561e97a-4a84-4a4e-9c9b-545da267bbb0,Autem,Home,189.91,782
83a9f886-71a2-4fd7-85f1-9baf6e76415f,Aspernatur,Electronics,-69.6,615
2da6b44e-0672-4362-84e5-a3b04736ea55,Provident,Books,96.25,935
f1b578ca-6cd8-4997-93fb-e28815470f63,Maxime,Clothing,315.41,282
b001584e-7059-4c59-891f-3f358236621d,Pariatur,Clothing,-34.14,929
32760087-0615-473b-b8e9-7cf20d5bfe7e,Totam,Electronics,171.99,869
7dd151cf-44a8-476e-9c92-6e7e3076a161,Quo,Home,438.77,985
06a044dc-bf2a-4731-9f9e-c45ea5e5fb38,Incidunt,,276.24,107
5726f852-6a76-4e53-b06c-f42f7b5a5887,Temporibus,,186.91,991
a4a68ac2-803e-4a8c-ae1a-9323a8cc7561,Eius,,232.7,323
0c57a220-0cc5-415c-8593-7dadd9d4e0ba,Nesciunt,Books,197.67,660
3d75b34b-c85e-4563-89c5-7fdbdadd22a4,Nemo,Books,272.1,574
e19b0f18-8d82-44fa-a58d-a1760fdb6fbe,Quasi,,116.76,72
9c6879ca-15f0-4c11-9bd8-24558de989fa,Quisquam,Electronics,338.39,609
ec93dc6d-f4ba-435f-ad6c-e4f313fc03e0,Assumenda,Home,214.79,491
a2648356-9b4f-4df0-a5d0-0662fa41235b,Quisquam,Electronics,420.33,258
cae2da7f-b87c-4558-b03d-c82e39c5d5da,Odio,Electronics,72.46,686
3b8e521e-de68-49a4-b705-e87fe18f415b,Libero,Clothing,30.91,207
7d0b20f0-0bd0-4ca2-a667-8e97ca10a0c0,Quaerat,Beauty,307.71,337
3dd5d300-1e8f-4200-a892-030a4aabc89e,Fugit,Home,327.33,388
11d9e41d-89fa-4a82-a925-75ccdc3e75cf,Nihil,,306.29,273
dda93d31-f61a-4cb8-b6aa-e51b33efe2a6,Fugiat,,53.22,79
a6ebf60a-a70e-4c73-83e6-59e3974cd2fb,Magnam,Clothing,478.54,263
4490644c-67f2-4e59-87e7-6865df4544eb,Hic,,70.13,25
55d60816-e2ef-4030-a226-341cf20b02e2,Tempora,,-98.28,334
66a870ab-b05f-4995-878f-fcb909858b21,Incidunt,Beauty,34.23,366
43933671-e122-4d0b-a74e-19108c09ba54,Officiis,,154.74,536
3204d974-a576-41f8-94b8-0973de42a822,Error,,438.99,989
4c23361f-6f27-4881-8e9d-e1c70b3fd0cf,Alias,Books,479.33,384
1f40c5f7-ca56-469a-899a-6b9248d522cb,Consequatur,Electronics,87.03,453
d1a4e343-589c-410b-b36b-b789d90adb95,Ipsam,Electronics,390.6,657
7c11e836-6598-4eec-a4cc-4296a0ff56b9,Repellendus,,313.49,588
614e4668-30bc-4df4-a7b6-ec0005a40e7f,Soluta,,389.57,949
8ffa087e-7ad5-410e-83ca-633b989ca7ea,Quo,,428.36,789
a56b6d97-3c0d-4f41-9b53-2b7e7622d1fd,Consequuntur,Books,349.6,405
035f15c0-cf36-48ad-a65e-bb56016e32e1,Incidunt,,417.63,887
f739b27d-8626-4861-b03a-c26a8961dabb,Deleniti,Electronics,412.65,949
9a740302-790d-45a0-837d-351acdbfe152,Quia,Beauty,28.22,886
0f8f432a-50b1-4fd0-82a4-9fb6d9866ec3,Itaque,,452.11,653
16811ab2-b9c4-425f-9652-0cf533b9c8cd,Totam,Home,207.96,670
fbf42a02-2cb8-4b9d-b3d7-1c73cfce8a7d,Repellendus,Home,230.98,541
9fbb973d-ab41-4e85-95c8-8d96e959acbc,Eveniet,Books,267.18,327
7a1903f7-5ddb-49fe-b293-714d3011b0fb,Minus,Beauty,471.88,205
5b417b64-4233-42fd-859f-4524d675d576,Velit,Beauty,453.16,776
e5d2d597-a6a9-44df-b4da-d147b8162879,Mollitia,Clothing,249.38,201
3aea305a-bcf2-4aea-80c4-120f95aed709,Mollitia,,343.28,136
eae411d3-ac52-45f7-8fd5-da8743a586d9,Odit,Clothing,136.23,106
3452df9a-8c3d-44a3-985c-fe7106f2e96c,Quod,Books,451.54,902
94efdae0-a682-4bf2-a542-694dc49248f6,Reprehenderit,Beauty,72.09,863
cc744fc1-eeef-4aae-9a39-0e5fe26f2292,Officiis,Beauty,126.89,549
d564be7c-3f87-4c2e-9334-a35e1520cf94,Blanditiis,,-97.48,622
c3e2e114-f197-4b59-80da-8b25cac2f495,Cumque,Beauty,247.81,999
a3be3ff3-d931-438c-ab61-fd2d90fc3b84,Minus,Beauty,46.84,335
083dfddd-d65d-44e9-b92d-34942cec1130,Rem,Books,62.72,540
c79b6bad-4763-4b0e-97ed-72303be4f633,Similique,Books,275.74,866
58b0ea33-77ab-4a2b-88d2-b4b86c787aee,In,,109.79,177
4a609d8b-e368-4955-8fb7-33d36d9e1af9,Corrupti,Clothing,94.22,798
16e0564c-7c92-4680-8b6f-bf4e363a83e9,Aliquid,Home,180.91,215
f985cde3-cfed-43dc-8b91-9710a486c842,Molestias,Books,167.95,271
0507bad7-ecbf-4731-bebb-c04bbc4e8a1b,Modi,Books,222.89,644
e0dd9cba-b0bd-4442-b7ce-15b1ed5201d1,Saepe,Clothing,304.15,657
abe7ee50-f80e-435d-bb94-e8f20b9688c6,Debitis,Clothing,252.36,572
e49f7617-cd19-4dd8-86bb-9551d1e43194,Illum,,342.06,390
aac3c6b2-176e-4d9f-a0da-1a07cee2bbdb,Necessitatibus,Electronics,99.11,316
c843b14e-fee8-491a-b038-7c4e8ffeb0c7,Cupiditate,Electronics,150.04,764
e05ab3a1-8abc-4f38-ac49-40d6b4048f9e,Vitae,Home,268.77,356
e928fa8b-8621-42ce-b679-2803edbae13c,Occaecati,Electronics,268.25,957
b2a70573-2ba1-4450-9f05-5a33a22e8d61,Sapiente,Books,143.41,936
8b343df9-08f7-4a29-8870-0ecbc0a29cf6,Illum,,249.83,804
53e5f400-f85e-451f-bd1d-83e1d478f496,Ratione,Clothing,263.46,166
23499b0b-55d4-4a01-b861-95ddf5eb7d17,Rem,Electronics,295.55,816
9be9ff2c-ebe6-481b-aee2-99317d0d21f9,Aut,Beauty,168.23,166
d7e64056-0036-4bb9-a49a-cddfd244aad0,Officia,Clothing,131.13,51
a6541fbd-acff-46bc-98d7-a9ee846d676e,Facere,Electronics,489.16,427
094667f7-0855-41ee-8d70-11442a92e3c0,Adipisci,Electronics,328.53,47
7fc93e48-25f3-4cef-b609-51825857f221,Accusamus,Beauty,452.27,410
4b2c8a92-2276-45ad-83fb-93266131840e,Fugiat,Beauty,273.26,369
57b408c3-fcb7-41f9-9064-00118062acc6,Architecto,Electronics,125.02,681
47daeb0a-0fda-46ee-8e4e-6246be1b0a40,Quos,,431.02,791
18d2bd19-668b-43e2-bf60-250baf5448e5,Consectetur,Clothing,383.96,751
a1b2d54f-88c0-4754-8b2a-425281620b25,Iusto,Books,248.55,291
8dc59a1d-9674-4b63-8a08-33e757efa74d,Impedit,,184.8,411
5841531c-e53d-4c94-98c5-c119a5cfdb40,Quas,Beauty,292.88,467
e710c92b-13c4-418a-abae-d66156cf7dc8,Repellendus,Beauty,311.56,815
c10759eb-46b5-49d2-8c40-040c4d321d00,Dolore,Clothing,242.87,448
5b22b1d1-df72-4a4b-80dd-ab3d940296e0,Ullam,Home,204.2,179
6382bb31-2af1-4b65-9d15-b1e134129bd6,At,Home,95.77,921
0072646a-29fc-4552-8940-cf4334d7c26d,Nam,Beauty,-2.91,915
a2edc229-7821-49e3-8c2e-102750369535,Minima,Electronics,365.52,501
7f744987-6a57-43c5-83b5-a69f9b4526d2,Enim,Beauty,311.36,155
c954b096-eef3-4de5-9ae6-3c3f90c67fb2,Dicta,Home,451.18,591
0f23dec2-cf4b-4aad-b209-560e52cdf383,Autem,Home,334.0,975
c832dc5e-6080-451e-8004-cfad2a86f655,Deleniti,Home,221.98,37
8f622844-67be-420d-90a4-c86753ad65ec,Quisquam,,-26.59,171
4a9a88b7-00d1-4746-a501-66e760a1118a,Velit,,458.73,519
d8504d4a-ad5a-47bb-ac4c-4670e70e1fce,Provident,Electronics,403.87,755
08e6502a-1252-4881-a024-86fd8512af15,At,,166.1,40
58ad46e2-7517-4475-9420-6dd3cacea15b,Recusandae,Electronics,52.72,887
d351c5d6-6324-47aa-b06b-42e8d88e5ebd,Fuga,Electronics,145.4,785
